Session,"Capture Session"
Video,"0x1470000018ec5850"
Audio,"AppleUSBAudioEngine:ARKMICRO:USB2.0 PC CAMERA:14700000:3"
Arduino,"/dev/cu.usbmodem14621"
LED Brightness,"168"
Computer,"dhcp-acadmin-128-197-37-140.bu.edu"
Operating System,"Version 10.11.6 (Build 15G31)"
Software Version,"0.10.2-sb (47)"
Computer Uptime,"3002619.5422757"
Process Uptime,"1199048.72197199"
Date,"2018-09-13 10:51:32"
Region
Time,SongNonsongRatio,SongBackgroundRatio,Detected
3002619.52683333,15.7747890451535,40.7487429531833,1
3002619.56016667,3.67368786059774,38.579883368795,1
3002619.5935,4.77762921624434,32.0263749937068,1
3002619.62683333,6.00589696579415,27.651047871786,1
3002619.66016667,0.500899458793819,2.31949220116159,0
3002619.6935,0.489103738014232,2.56177030943499,0
3002619.72683333,0.450897764080346,1.50305338538252,0
3002619.76016667,0.830570944816279,1.08073527770605,0
3002619.7935,0.872570258308649,1.70063145931724,0
3002619.82683333,0.563581346670841,2.66158951192692,0
3002619.86016667,0.364734616601091,1.78747638886984,0
3002619.8935,0.463264334568735,1.68406515665223,0
3002619.92683333,0.34543572909764,1.74370803884442,0
3002619.96016667,0.33610823158221,1.19358584341899,0
3002619.9935,0.200427681519347,2.49286390916953,0
3002620.02683333,0.655110219305302,1.32586373902081,0
3002620.06016667,0.454398696397678,0.942346693469581,0
3002620.0935,0.196662215270753,1.07448051956795,0
3002620.12683333,0.392730525481438,1.0621029602244,0
3002620.16016667,0.528243917465525,1.90600709818481,0
3002620.1935,0.362976424743641,2.5615906376824,0
3002620.22683333,0.362581116054085,3.86406616933659,0
3002620.26016667,0.427799164549821,1.89043468007779,0
3002620.2935,1.42127121246381,2.28626303496909,0
3002620.32683333,0.781981470390821,2.3672551760731,0
3002620.36016667,2.0031858960156,3.49894678472017,0
3002620.3935,0.235855672013086,1.62229834332493,0
3002620.42683333,0.657494570122324,2.55441364457059,0
3002620.46016667,0.394195792385605,2.10677316921082,0
3002620.4935,3.49316279358589,10.9402961425741,0
3002620.52683333,1.29696489405927,7.44163660922201,0
3002620.56016667,2.69213253481023,4.95130882539839,0
3002620.5935,2.01042031199789,4.58273283751648,0
3002620.62683333,1.22656183317132,5.37594625192861,0
3002620.66016667,0.72857046618231,2.73473068029722,0
3002620.6935,1.12290376412804,6.02470722844535,0
3002620.72683333,3.1445768698239,9.91561810137666,0
3002620.76016667,1.51448404492782,5.12193122226478,0
3002620.7935,2.48806006995542,4.56841254091442,0
3002620.82683333,0.834494438977105,2.80519534660047,0
3002620.86016667,0.475439372676203,2.09924913923777,0
3002620.8935,1.01731201686339,7.08369064975643,0
3002620.92683333,1.65438111931319,7.06810562962609,0
3002620.96016667,2.24429693885291,9.98469760654818,0
3002620.9935,1.19887122496795,4.07136747342678,0
3002621.02683333,0.445609975027325,2.34982136138481,0
3002621.06016667,0.904490597850963,2.46767882061112,0
3002621.0935,0.786139081479299,3.61723474440675,0
3002621.12683333,2.20407372931817,4.44267761285994,0
3002621.16016667,1.07224773702311,2.35443511984768,0
3002621.1935,0.74463294045634,1.28435655812005,0
3002621.22683333,0.73005858259204,1.31062948881467,0
3002621.26016667,0.395417210272857,1.14660994557467,0
3002621.2935,1.30328545879447,2.93496592035056,0
3002621.32683333,0.353208547025009,1.78695881229555,0
3002621.36016667,0.116145380572046,0.770428421328645,0
3002621.3935,0.980461037582922,2.91868967014036,0
3002621.42683333,0.184237451583902,1.13560825124381,0
3002621.46016667,0.217614172435561,1.70729166528121,0
3002621.4935,0.186684855826729,1.01810634360832,0
3002621.52683333,0.446480879767381,1.09552053889008,0
3002621.56016667,0.524742485844057,0.928131502621622,0
3002621.5935,0.270220188705818,1.05487513908316,0
3002621.62683333,0.131006089660478,0.921078449100244,0
3002621.66016667,0.346683360440078,0.921934208179206,0
3002621.6935,0.410365263870211,0.801481685673859,0
3002621.72683333,0.538845919273617,0.971769643537054,0
3002621.76016667,0.504550073541813,0.947619998626686,0
3002621.7935,0.554814598239895,0.924817670302776,0
3002621.82683333,0.70189590698332,1.12424562585679,0
3002621.86016667,0.39018723319194,1.70506022862762,0
3002621.8935,0.412473806194645,1.62168666470059,0
3002621.92683333,0.500912670502742,0.960594324938617,0
3002621.96016667,0.328092906941792,1.0410142272777,0
3002621.9935,0.467730626583753,1.48128348537812,0
3002622.02683333,1.39640433913176,2.57491738820838,0
3002622.06016667,0.791418705452085,1.26048195615962,0
3002622.0935,1.28891478603034,1.38315900171864,0
3002622.12683333,0.457401368548531,1.28615599439559,0
3002622.16016667,0.699253205912878,0.907009394031607,0
3002622.1935,0.452762327703069,1.33331845999943,0
3002622.22683333,0.530677265161679,1.20504470299764,0
3002622.26016667,0.818156626540968,1.13076937260828,0
3002622.2935,1.19339281003692,1.29647285490711,0
3002622.32683333,1.90019305699146,1.2829000308824,0
3002622.36016667,0.219169478318136,0.901160493851241,0
3002622.3935,0.615717872670693,0.920405944044682,0
3002622.42683333,1.50744774121898,1.34957707471976,0
3002622.46016667,0.340315724244021,0.815763284276767,0
3002622.4935,0.26567200766082,1.12798403915203,0
3002622.52683333,0.234138813695587,1.91960610572455,0
3002622.56016667,0.80700105051913,1.09469491118024,0
3002622.5935,0.410488001667086,0.851978920032713,0
3002622.62683333,0.314668084634216,1.46928554319522,0
